labels,lyrics
Not_bob,"Well, come on now, follow my lead Come, come on now, follow my lead, mm "
Not_bob,We push and pull like a magnet do Although my heart is fallin' too I'm in love with your body 
Not_bob,"And now my bed sheets smell like you Every day, discoverin' somethin' brand new "
Not_bob,"Oh, I, oh, I, oh, I, oh, I Well, I'm in love with your body Oh, I, oh, I, oh, I, oh, I "
Not_bob,"Oh, I, oh, I, oh, I, oh, I Well, I'm in love with your body "
Not_bob,"I'm in love with the shape of you One week in, we let the story begin "
Not_bob,"You and me are thrifty, so go all-you-can-eat Fill up your bag and I fill up a plate (Mm) "
Not_bob,"And how your family is doin' okay (Mm) And leave and get in a taxi, and kiss in the back seat "
Not_bob,"Girl, you know I want your love Your love was handmade for somebody like me "
Not_bob,"I may be crazy, don't mind me Say, ""Boy, let's not talk too much"" "
Not_bob,"Well, come on now, follow my lead Come, come on now, follow my lead, mm "
Not_bob,We push and pull like a magnet do Although my heart is fallin' too I'm in love with your body 
Not_bob,"And now my bed sheets smell like you Every day, discoverin' somethin' brand new "
Not_bob,"Oh, I, oh, I, oh, I, oh, I Well, I'm in love with your body Oh, I, oh, I, oh, I, oh, I "
Not_bob,"Oh, I, oh, I, oh, I, oh, I Well, I'm in love with your body "
Not_bob,"I'm in love with the shape of you Come on, be my baby, come on Come on, be my baby, come on "
Not_bob,"Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on "
Not_bob,"Come on, be my baby, come on I'm in love with the shape of you We push and pull like a magnet do "
Not_bob,"I'm in love with your body And last night, you were in my room And now my bed sheets smell like you "
Not_bob,"Well, I'm in love with your body Come on, be my baby, come on Come on, be my baby, come on "
Not_bob,"Come on, be my baby, come on Come on, be my baby, come on I'm in love with your body "
Not_bob,"Come on, be my baby, come on I'm in love with your body Every day, discoverin' somethin' brand new "
Not_bob,"I found a love for me Oh, darlin', just dive right in and follow my lead "
Not_bob,"Oh, I never knew you were the someone waitin' for me 'Cause we were just kids when we fell in love "
Not_bob,"I will not give you up this time But, darlin', just kiss me slow Your heart is all I own "
Not_bob,"Baby, I'm dancin' in the dark with you between my arms "
Not_bob,"When you said you looked a mess, I whispered underneath my breath "
Not_bob,"Well, I found a woman stronger than anyone I know "
Not_bob,"I found a love to carry more than just my secrets To carry love, to carry children of our own "
Not_bob,"Fightin' against all odds I know we'll be alright this time Darlin', just hold my hand "
Not_bob,"I see my future in your eyes Baby, I'm dancin' in the dark with you between my arms "
Not_bob,"When I saw you in that dress, lookin' so beautiful "
Not_bob,"No, no, no Mm, no, no Baby, I'm dancin' in the dark with you between my arms "
Not_bob,"I have faith in what I see, now I know I have met An angel in person and she looks perfect "
Not_bob,"When I was six years old, I broke my leg I was runnin' from my brother and his friends "
Not_bob,"I was younger then, take me back to when I Found my heart and broke it here "
Not_bob,"And I've not seen the roaring fields in so long, I know I've grown But I can't wait to go home "
Not_bob,"Drivin' at ninety down those country lanes Singin' to ""Tiny Dancer"" "
Not_bob,We watched the sunset over the castle on the hill 
Not_bob,Runnin' from the law through the backfields and gettin' drunk with my friends 
Not_bob,"But I was younger then, take me back to when We found weekend jobs, when we got paid "
Not_bob,"Me and my friends have not thrown up in so long, oh, how we've grown But I can't wait to go home "
Not_bob,"Drivin' at ninety down those country lanes Singin' to ""Tiny Dancer"" "
Not_bob,We watched the sunset over the castle on the hill Over the castle on the hill 
Not_bob,One friend left to sell clothes One works down by the coast One had two kids but lives alone 
Not_bob,One's already on his second wife One's just barely gettin' by But these people raised me 
Not_bob,"And I'm on my way, I still remember These old country lanes When we did not know the answers "
Not_bob,We watched the sunset over the castle on the hill Over the castle on the hill 
Not_bob,When your legs don't work like they used to before And I can't sweep you off of your feet 
Not_bob,"Will your eyes still smile from your cheeks? And darlin', I will be lovin' you till we're seventy "
Not_bob,And I'm thinkin' 'bout how People fall in love in mysterious ways Maybe just the touch of a hand 
Not_bob,"And I just wanna tell you I am So honey, now, take me into your lovin' arms "
Not_bob,"And place your head on my beatin' heart, I'm thinkin' out loud "
Not_bob,When my hair's all but gone and my memory fades And the crowds don't remember my name 
Not_bob,I know you will still love me the same 
Not_bob,"And baby, your smile's forever in my mind and memory I'm thinkin' 'bout how "
Not_bob,"And maybe it's all part of a plan Oh, I'll just keep on makin' the same mistakes "
Not_bob,"That, baby, now, take me into your lovin' arms Kiss me under the light of a thousand stars "
Not_bob,"And maybe we found love right where we are, oh-oh Lo-lo-lo, lo-lo-lo Lo-lo-lo, lo-lo-lo, love "
Not_bob,"And kiss me under the light of a thousand stars, oh, darlin' "
Not_bob,"That maybe we found love right where we are Oh, maybe we found love right where we are "
Not_bob,Walkin' down 29th and Park I saw you in another's arm Only a month we've been apart You look happier 
Not_bob,He said somethin' to make you laugh I saw that both your smiles were twice as wide as ours 
Not_bob,Ain't nobody hurt you like I hurt you But ain't nobody love you like I do 
Not_bob,"If you're movin' on with someone new 'Cause, baby, you look happier, you do "
Not_bob,"And until then, I'll smile to hide the truth But I know I was happier with you "
Not_bob,Sat in the corner of the room Everything's reminding me of you 
Not_bob,"You're happier, aren't you? (Hey-yeah, hey-yeah, hey-yeah) Oh, ain't nobody hurt you like I hurt you "
Not_bob,"But ain't nobody need you like I do (Hey-yeah, hey-yeah, hey-yeah) "
Not_bob,"(Hey-yeah, hey-yeah, hey-yeah) But, my darlin', I am still in love with you "
Not_bob,My friends told me one day I'll feel it too I could try to smile to hide the truth 
Not_bob,"'Cause, baby, you look happier, you do I knew one day you'd fall for someone new "
Not_bob,Just know that I'll be waitin' here for you111 I took the supermarket flowers from the windowsill 
Not_bob,Packed up the photo album Matthew had made Memories of a life that's been loved 
Not_bob,"Poured the old ginger beer down the sink Dad always told me, ""Don't you cry when you're down"" "
Not_bob,"Oh, I'm in pieces, it's tearing me up, but I know A heart that's broke is a heart that's been loved "
Not_bob,"You were an angel in the shape of my mum When I fell down, you'd be there holding me up "
Not_bob,"When God takes you back He'll say, ""Hallelujah, you're home"" "
Not_bob,Folded your nightgowns neatly in a case John says he'd drive then put his hand on my cheek 
Not_bob,And I hope that I see the world as you did 'cause I know 
Not_bob,So I'll sing Hallelujah You were an angel in the shape of my mum 
Not_bob,"Spread your wings as you go When God takes you back He'll say, ""Hallelujah, you're home"" Hallelujah "
Not_bob,You got to see the person I have become Spread your wings and I know That when God took you back 
Not_bob,She played the fiddle in an Irish band But she fell in love with an English man 
Not_bob,"Said, ""Baby, I just wanna dance"" I met her on Grafton Street right outside of the bar "
Not_bob,"She asked me what does it mean, the Gaelic ink on your arm? "
Not_bob,"She took Jamie as a chaser, Jack for the fun "
Not_bob,"Chatted some more, one more drink at the bar Then put Van on the jukebox, got up to dance "
Not_bob,But she fell in love with an English man Kissed her on the neck and then I took her by the hand 
Not_bob,With my pretty little Galway Girl You're my pretty little Galway Girl 
Not_bob,And then she kissed me like there was nobody else in the room 
Not_bob,After dancing the céili singing to trad tunes I never heard Carrickfergus ever sung so sweet 
Not_bob,"Oh, I could have that voice playing on repeat for a week "
Not_bob,"You know, she played the fiddle in an Irish band But she fell in love with an English man "
Not_bob,"Said, ""Baby, I just wanna dance"" My pretty little Galway Girl My, my, my, my, my, my, my Galway Girl "
Not_bob,"My, my, my, my, my, my, my Galway Girl And now we've outstayed our welcome and it's closing time "
Not_bob,"Our coats both smell of smoke, whisky and wine "
Not_bob,I walked her home then she took me inside To finish some Doritos and another bottle of wine 
Not_bob,About a Galway Girl and a perfect night She played the fiddle in an Irish band 
Not_bob,"Kissed her on the neck and then I took her by the hand Said, ""Baby, I just wanna dance"" "
Not_bob,"My, my, my, my, my, my, my Galway Girl My, my, my, my, my, my, my Galway Girl "
Not_bob,Lovin' can hurt Lovin' can hurt sometimes But it's the only thing that I know And when it gets hard 
Not_bob,It is the only thing that makes us feel alive We keep this love in a photograph 
Not_bob,Where our eyes are never closin' Hearts are never broken And time's forever frozen still 
Not_bob,Inside the pocket of your ripped jeans Holdin' me closer till our eyes meet You won't ever be alone 
Not_bob,"Lovin' can heal Lovin' can mend your soul And it's the only thing that I know, know "
Not_bob,"Remember that with every piece of ya Mm, and it's the only thing we take with us when we die "
Not_bob,We made these memories for ourselves Where our eyes are never closin' Hearts were never broken 
Not_bob,So you can keep me Inside the pocket of your ripped jeans Holdin' me closer till our eyes meet 
Not_bob,"And if you hurt me Well, that's okay, baby, only words bleed Inside these pages, you just hold me "
Not_bob,Wait for me to come home Wait for me to come home Wait for me to come home Wait for me to come home 
Not_bob,"Inside that necklace you got when you were sixteen Next to your heartbeat, where I should be "
Not_bob,"And if you hurt me Well, that's okay, baby, only words bleed Inside these pages, you just hold me "
Not_bob,"When I'm away, I will remember how you kissed me Under the lamppost back on Sixth Street "
Not_bob,"""Wait for me to come home""275 Oh, maybe I came on too strong Maybe I waited too long "
Not_bob,"Oh, just a little bit wrong Oh, baby, I apologise for it I could fall or I could fly "
Not_bob,"And I could live, I could die Hangin' on the words you say And I've been known to give my all "
Not_bob,"Ten thousand rocks on the lake So don't call me ""baby"" Unless you mean it "
Not_bob,If you don't believe it So let me know the truth Before I dive right into you You're a mystery 
Not_bob,"And there's no other girl like you, no one What's your history? (What's your history?) "
Not_bob,"'Cause I heard you do, mmm I could fall or I could fly Here in your aeroplane "
Not_bob,Hangin' on the words you say And I've been known to give my all And lie awake every day 
Not_bob,"So don't call me ""baby"" Unless you mean it And don't tell me you need me If you don't believe it "
Not_bob,"Before I dive right into you Mm, I could fall or I could fly Here in your aeroplane "
Not_bob,"Hangin' on the words you say And I've been known to give my all Sittin' back, lookin' at "
Not_bob,"So don't call me ""baby"" Unless you mean it And don't tell me you need me If you don't believe it "
Not_bob,Before I dive right into you Before I dive right into you And before I dive right into you61 
Not_bob,"Breathin' in the snowflakes Burnt lungs, sour taste Light's gone, days end Struggling to pay rent "
Not_bob,And they say She's in the Class A Team Stuck in her daydream Been this way since eighteen 
Not_bob,"Slowly sinking, wasting Crumbling like pastries And they scream "
Not_bob,'Cause we're just under the upper hand And go mad for a couple grams 
Not_bob,"And in a pipe, she flies to the Motherland Or sells love to another man It's too cold outside "
Not_bob,"Angels to fly Ripped gloves, raincoat Tried to swim and stay afloat Dry house, wet clothes "
Not_bob,"Weary-eyed, dry throat Call girl, no phone And they say She's in the Class A Team "
Not_bob,"Been this way since eighteen But lately, her face seems Slowly sinking, wasting "
Not_bob,And they scream The worst things in life come free to us 'Cause we're just under the upper hand 
Not_bob,"But she don't wanna go outside tonight And in a pipe, she flies to the Motherland "
Not_bob,It's too cold outside For angels to fly An angel will die Covered in white 
Not_bob,"This time, we'll fade out tonight Straight down the line And they say She's in the Class A Team "
Not_bob,"Been this way since eighteen But lately, her face seems Slowly sinking, wasting "
Not_bob,And they scream The worst things in life come free to us And we're all under the upper hand 
Not_bob,"And we don't wanna go outside tonight And in a pipe, we fly to the Motherland "
Not_bob,"It's too cold outside For angels to fly Angels to fly Fly, fly For angels to fly To fly, to fly "
Not_bob,"I met this girl late last year She said, ""Don't you worry if I disappear"" "
Not_bob,I called an old friend thinking that the trouble would wait 
Not_bob,I reckon she was only lookin' for a lover to burn But I gave her my time for two or three nights 
Not_bob,"I went away for months until our paths crossed again She told me, ""I was never looking for a friend "
Not_bob,"Baby, bring the lemon and a bottle of gin We'll be in between the sheets till the late AM"" "
Not_bob,"Don't **** with my love That heart is so cold All over my home I don't wanna know that, babe "
Not_bob,"I told her, she knows Take aim and reload I don't wanna know that, babe "
Not_bob,"We drink away the days with a takeaway pizza Before, a text message was the only way to reach her "
Not_bob,Singing out Aretha all over the track like a feature 
Not_bob,"But me and her, we make money the same way Four cities, two planes, the same day "
Not_bob,But maybe we'll go together and just figure it out 
Not_bob,But we should get on a plane or we'll be missin' it now 
Not_bob,"When she was kissin' him, how I was confused about "
Not_bob,"Don't **** with my love That heart is so cold All over my home I don't wanna know that, babe "
Not_bob,"I told her, she knows Take aim and reload I don't wanna know that, babe On my hotel door "
Not_bob,"She was cryin' on my shoulder, I already told ya Trust and respect is what we do this for "
Not_bob,"But you didn't need to take him to bed, that's all And I never saw him as a threat (Get lost) "
Not_bob,It's not like we were both on tour We were stayin' on the same **** hotel floor 
Not_bob,But it was never just fun and I thought you were different 
Not_bob,"It's a bit too much, too late, if I'm honest And all this time, God knows I'm singin' "
Not_bob,"That heart is so cold All over my home I don't wanna know that, babe Don't **** with my love "
Not_bob,"Take aim and reload I don't wanna know that, babe Don't **** with my love That heart is so cold "
Not_bob,"I don't wanna know that, babe Don't **** with my love I told her, she knows Take aim and reload "
Not_bob,"(One, two, three, four) Ooh, ooh Every time you come around, you know I can't say no "
Not_bob,I can feel the paradise before my world implodes And tonight had something wonderful 
Not_bob,"Conversations with a stranger I barely know Swearin' this'll be the last, but it probably won't "
Not_bob,My bad habits lead to wide eyes starin' at space And I know I lose control of the things that I say 
Not_bob,"Nothin' happens after two, it's truе, it's true My bad habits lead to you Ooh-ooh, ooh-ooh "
Not_bob,"Ooh-ooh, ooh-ooh My bad habits lеad to you Every pure intention ends when the good times start "
Not_bob,It started under neon lights and then it all got dark I only know how to go too far 
Not_bob,"Conversations with a stranger I barely know Swearin' this'll be the last, but it probably won't "
Not_bob,My bad habits lead to wide eyes starin' at space And I know I lose control of the things that I say 
Not_bob,"Nothin' happens after two, it's true, it's true My bad habits lead to you Ooh-ooh, ooh-ooh "
Not_bob,"Ooh-ooh, ooh-ooh We took the long way 'round And burned till the fun ran out, now "
Not_bob,"Conversations with a stranger I barely know Swearin' this'll be the last, but it probably won't "
Not_bob,My bad habits lead to wide eyes starin' at space And I know I lose control of the things that I say 
Not_bob,"Nothin' happens after two, it's true, it's true My bad habits lead to you Ooh-ooh, ooh-ooh "
Not_bob,"Ooh-ooh, ooh-ooh My bad habits lead to you60 She got the mmm, brown eyes, caramel thighs "
Not_bob,I saw you lookin' from across the way And now I really wanna know your name 
Not_bob,"Man, you know that she drives me crazy The mmm, brown eyes, beautiful smile "
Not_bob,"I love her hips, curves, lips say the words ""Te amo, mami, ah, te amo, mami"" "
Not_bob,"So join me in this bed that I'm in Push up on me and sweat, darling So I’m gonna put my time in "
Not_bob,"Jump in that water, be free Come south of the border with me Jump in that water, be free "
Not_bob,"He got that mmm, green eyes, givin' me signs That he really wants to know my name, hey "
Not_bob,"And suddenly, I'm glad I came, ay Ven para acá, quiero bailar, toma mi mano "
Not_bob,"Mmm, green eyes, takin' your time Now we know we'll never be the same "
Not_bob,"""Te amo, mami, ah, te amo, mami"" Don’t wake up, this love is like a dream "
Not_bob,"So join me in this bed that I’m in Push up on me and sweat, darling "
Not_bob,"And won’t stop until the angels sing Jump in that water, be free Come south of the border with me "
Not_bob,Come south of the border with me (Rrrat) Flawless diamonds In a green field near Buenos Aires 
Not_bob,"We won't stop until the angels sing Jump in that water, be free Come south of the border with me "
Not_bob,"Come south of the border with me Bardi, uh You never live 'til you risk your life (Life) "
Not_bob,"Am I your lover or I’m just your vice? (Woo, yeah, yeah) "
Not_bob,"You want the lips and the curves, need the whips and the furs "
Not_bob,"He want the lil' mamacita, margarita (Margarita) I think that Ed got a lil' jungle fever, ayy (Woo!) "
Not_bob,"Something borin' (Something borin') Legs open, tongue out, Michael Jordan, uh (Uh) "
Not_bob,"Bust it up, a rain forest, it be pourin', yeah Kiss me like you need me, rub me like a genie "
Not_bob,"'Cause you gotta see me, never leave me (Never leave me) You got a girl that could finally do it all "
Not_bob,So join me in this bed (This bed) that I'm in (That I'm in) 
Not_bob,"So I'm gonna put my time in I won't stop until the angels sing (Nah, nah, nah) "
Not_bob,"Come south of the border with me Come south of the border, border (Hey) "
Not_bob,"Come south of the border, border Come south of the border with me Jump in that water, be free "
Not_bob,"Jump in that water, be free Come south of the border with me38 Oh, misty eye of the mountain below "
Not_bob,And should the sky be filled with fire and smoke Keep watching over Durin's sons 
Not_bob,"Watch the flames climb high into the night Callin' out, Father, oh, stand by and we will "
Not_bob,"And if we should die tonight, we should all die together Raise a glass of wine for the last time "
Not_bob,Watch the flames burn auburn on the mountainside Desolation comes upon the sky 
Not_bob,"I see fire burnin' the trees And I see fire hollowin' souls I see fire, blood in the breeze "
Not_bob,"Oh, should my people fall then surely, I'll do the same "
Not_bob,"Callin' out, Father, oh, hold fast and we will Watch the flames burn auburn on the mountainside "
Not_bob,"Now, I see fire inside the mountain I see fire burnin' the trees And I see fire hollowin' souls "
Not_bob,"And I hope that you'll remember me And if the night is burning, I will cover my eyes "
Not_bob,"And as the sky's fallin' down, it crashed into this lonely town "
Not_bob,"Now, I see fire inside the mountains I see fire burnin' the trees I see fire hollowin' souls "
Not_bob,"I see fire (Oh, you know I saw a city burnin' out) And I see fire (Feel the heat upon my skin) "
Not_bob,"And I see fire burn auburn on the mountain side262 We are, we are, we are "
Not_bob,Sundown and they all come out Lamborghinis and their rented Hummers 
Not_bob,Everybody's lookin' for a come up And they wanna know what you're about 
Not_bob,We're just tryna figure everything out We don't fit in well 'cause we are just ourselves 
Not_bob,"You look stunning, dear, so don't ask that question here This is my only fear: that we become "
Not_bob,"Drop top, designer clothes Front row at fashion shows ""What d'you do?"" and ""Who d'you know?"" "
Not_bob,"Champagne and rolled-up notes Prenups and broken homes Surrounded, but still alone "
Not_bob,"That's not who we are (We are, we are, we are) We are not beautiful "
Not_bob,"We are not beautiful (Beautiful) L.A., mmm "
Not_bob,I see stars in your eyes when we're halfway there (All night) 
Not_bob,"'Cause with my arms around you, there's no need to care We don't fit in well, we are just ourselves "
Not_bob,"You look stunning, dear, so don't ask that question here This is my only fear: that we become "
Not_bob,"Drop top, designer clothes Front row at fashion shows ""What d'you do?"" and ""Who d'you know?"" "
Not_bob,"Champagne and rolled-up notes Prenups and broken homes Surrounded, but still alone "
Not_bob,"That's not who we are (We are, we are, we are) We are not beautiful, yeah "
Not_bob,"We are not beautiful (Beautiful) We are, we are, we are We are not beautiful45 "
Not_bob,"Drawing me in and you kicking me out You've got my head spinning, no kidding I can't pin you down "
Not_bob,"I'm on your magical mystery ride And I'm so dizzy, don't know what hit me But I'll be alright "
Not_bob,You're crazy and I'm out of my mind 'Cause all of me loves all of you 
Not_bob,"All your perfect imperfections Give your all to me, I'll give my all to you "
Not_bob,"Even when I lose, I'm winning 'Cause I give you all of me And you give me all of you, oh-oh "
Not_bob,"Even when you're crying, you're beautiful, too The world is beating you down, I'm around "
Not_bob,"You're my downfall, you're my muse My worst distraction, my rhythm and blues "
Not_bob,"In my head for you My head's under water, but I'm breathing fine You're crazy and I'm out of my mind "
Not_bob,Love your curves and all your edges All your perfect imperfections 
Not_bob,"You're my end and my beginning Even when I lose, I'm winning 'Cause I give you all of me "
Not_bob,"Give me all of you, oh Cards on the table, we're both showing hearts "
Not_bob,'Cause all of me loves all of you Love your curves and all your edges All your perfect imperfections 
Not_bob,"You're my end and my beginning Even when I lose, I'm winning 'Cause I give you all of me "
Not_bob,"I give you all of me And you give me all of you, oh-oh872 Oh, oh, oh, oh Girl, I'm in love with you "
Not_bob,We're passed the infatuation phase We're right in the thick of love At times we get sick of love 
Not_bob,I know I misbehaved And you've made your mistakes And we both still got room left to grow 
Not_bob,I still put you first And we'll make this thing work But I think we should take it slow 
Not_bob,We don't know which way to go 'Cause we're ordinary people Maybe we should take it slow 
Not_bob,"Take it slow, oh-oh, this time we'll take it slow This ain't a movie, no "
Not_bob,"It gets more confusin' every day, oh Sometimes it's Heaven sent Then we head back to Hell again "
Not_bob,"I hang up, you call We rise and we fall And we feel like just walkin' away As our love advances "
Not_bob,Though it's not a fantasy I still want you to stay We're just ordinary people 
Not_bob,'Cause we're ordinary people Maybe we should take it slow 
Not_bob,"Take it slow, oh-oh, yeah, this time we'll take it slow Take it slow Maybe we'll live and learn "
Not_bob,"Maybe you'll stay, maybe you'll leave, maybe you'll return Maybe another fight "
Not_bob,"Maybe we'll grow, we'll never know Baby, you and I We're just ordinary people "
Not_bob,"'Cause we're ordinary people Maybe we should take it slow, hey, hey We're just ordinary people "
Not_bob,'Cause we're ordinary people Maybe we should take it slow 
Not_bob,"Take it slow, oh-oh, this time we'll take it slow Take it slow, slow This time we'll take it slow "
Not_bob,"This time we'll take it slow45 I... Yeah You fix your make-up, just so "
Not_bob,Try on every dress that you own You were fine in my eyes a half hour ago 
Not_bob,I'll be the one to let you know Out of all the girls You're my one and only girl 
Not_bob,All of the stars You make them shine like they were ours Ain't nobody in the world but you and I 
Not_bob,Ain't nobody in the world but you You stop the room when we walk in 
Not_bob,"Tell all of these boys they're wasting their time Stop standing in line, 'cause you're all mine "
Not_bob,I never wanna leave your side Out of all the girls You’re my one and only girl 
Not_bob,All of the stars You make them shine like they were ours Ain't nobody in the world but you and I 
Not_bob,Ain't nobody in the world You keep wondering if you're what I'm wanting You don't even have to try 
Not_bob,"Don't try, don't try You don't have to try Oh, out of all of the girls You’re my one and only girl "
Not_bob,All of the stars They don't shine brighter than you are Ain't nobody in the world but you and I 
Not_bob,You and I Nobody in the world tonight Ain't nobody in the world but you and I111 
Not_bob,"Makin' me stronger, shakin' me right to the core Oh, I don't know what's in the stars "
Not_bob,"But I know what's in my heart If you ain't mine, I'll be torn apart "
Not_bob,So I'm gonna love you now like it's all I have I know it'll kill me when it's over 
Not_bob,I don't know who's gonna kiss you when I'm gone So I'm gonna love you now like it's all I have 
Not_bob,"I don't wanna think about it, I want you to love me now (Love me now, love me now) "
Not_bob,"(Love me now, love me now) I want you to love me now "
Not_bob,"Yeah, girl, I don't need you to tell me that you'll never leave, no "
Not_bob,"Even when we try so hard for that perfect kind of love, it could all fall apart "
Not_bob,"Oh, I'm gonna love you now like it's all I have And I know it'll kill me when it's over "
Not_bob,"(Love me now, love me now) Oh, love me now, oh, oh, oh (Love me now, love me now) "
Not_bob,"Oh I don't know how the years will go down, it's alright Let's make the most of every moment tonight "
Not_bob,So I'm gonna love you now like it's all I have I know it'll kill me when it's over 
Not_bob,I don't know who's gonna kiss you when I'm gone So I'm gonna love you now like it's all I have 
Not_bob,"I don't wanna think about it, I just wanna love you now (Love me now, love me now) "
Not_bob,"(Love me now, love me now) Love you now Oh, love you now, oh, oh, oh, oh20 "
Not_bob,I was sent here for you We were made to love We were made to love You were sent for me too 
Not_bob,"We were made to love Oooh, I've never seen anything It's much more than you and me "
Not_bob,"Oooh, I've never loved, I've never loved Never loved someone like this All I know is... "
Not_bob,We were made to love We were made to love You were sent for me too We were made to love 
Not_bob,"All made for love, we were made to love... I was sent here for you We were made to love "
Not_bob,"You were sent for me too We were made to love We were made to love Oooh, have you ever known "
Not_bob,"The perfect work of art I knew right from the start Oooh, I was never sure of a God before "
Not_bob,He created this... I was sent here for you We were made to love We were made to love 
Not_bob,We were made to love We were made to love Made for love We were made to love I was sent here for you 
Not_bob,We were made to love You were sent for me too We were made to love We were made to love 
Not_bob,You were sent for me too I was sent here for you You were sent for me too19 
Not_bob,I don't know if this is wrong or if it's right 
Not_bob,And I just know I'll feel so good tonight I don't know what your name is but I like it 
Not_bob,"I don't know what you came to do, but I wanna do it with you "
Not_bob,"Oh, if we keep on dancing Take our rhythm to new heights Feel the heat of passion, baby "
Not_bob,"We could start a fire Come on, let it burn baby We could start a fire Let the tables turn baby "
Not_bob,I just know I feel so good Don't you know I feel so good I just know I feel so good Tonight 
Not_bob,"Lets get reckless, tear this place down to the floor Turn the music way up loud "
Not_bob,I just know I feel so good tonight I just know I feel so good tonight We could start a fire 
Not_bob,We could start a fire Let the tables turn baby We could start a fire I just know I feel so good 
Not_bob,"Don't you know, don't you know? Tonight6 Alright Ain't this what you came for? "
Not_bob,"Girl, what you playin' for? Ay, come on Come on let me kiss that Ooh, I know you miss that "
Not_bob,"Twist that Baby, tonight's the night I let you know Baby, tonight's the night we lose control "
Not_bob,"Tonight, I'll be the best you ever had I don't wanna brag, but I'll be The best you ever had "
Not_bob,The best you ever had I hit you with the best stroke Freestyle and then the breaststroke 
Not_bob,"And now the beds broke So what we gon' do now? Fuck it, round two now Work it out, then we cool down "
Not_bob,"Baby, tonight's the night I let you know Baby, tonight's the night we lose control "
Not_bob,"Tonight, I'll be the best you ever had I don't wanna brag, but I'll be The best you ever had "
Not_bob,"(Give me a little bit of that light-skinned love, baby) The best you ever had Luda! Listen "
Not_bob,Knowin' me and you got that mental telepathy 
Not_bob,"Rich nigga, bread stay poppin' like a toaster Nobody, come close to me and you together "
Not_bob,We'll make it through any weather Except when I make it storm Sex in the greatest form 
Not_bob,"Yep, I keep it warmer than a chinchilla She know I beat it up like the Thrilla in Manila "
Not_bob,Then throw you on a grill That's 'cause seven days a week you’re my five-course meal for real 
Not_bob,"Baby, tonight's the night we lose control (Woo! It's gon' be tonight, baby) "
Not_bob,"Tonight, I'll be the best you ever had (Be the best you ever had) "
Not_bob,"The best you ever had I don't wanna brag, but I'll be The best you ever had "
Not_bob,"The best you ever had30 Talk, let's have conversations in the dark "
Not_bob,Watch movies that we've both already seen I ain't even looking at the screen 
Not_bob,And you say that you're not worthy You get hung up on your flaws 
Not_bob,"I won't ever try to change you, change you I will always want the same you, same you "
Not_bob,"That I won't break your heart I'll be there when you get lonely, lonely "
Not_bob,And your love is all you owe me And I won't break your heart 
Not_bob,"Oh, I could sleep forever next to you, next to you And we, we got places we both gotta be "
Not_bob,Than blow off all my plans for you And you say that you're not worthy And get hung up on your flaws 
Not_bob,"As you are I won't ever try to change you, change you I will always want the same you, same you "
Not_bob,"That I won't break your heart I'll be there when you get lonely, lonely "
Not_bob,And your love is all you owe me And I won't break your heart When no one seems to notice 
Not_bob,"My darling, you should know this My love is everywhere you are "
Not_bob,"I will always want the same you, same you (Oh-oh) Swear on everything I pray to "
Not_bob,"I'll be there when you get lonely, lonely (Oh, when you get lonely) "
Not_bob,And your love is all you owe me And I won't break your heart I won't break your heart8 
Not_bob,I don't want ya'll holding back nothing! Who do we think we are? 
Not_bob,We made a lot of magic It’s the only way we know Let’s trip the night fantastic 
Not_bob,"We love, we love, we love the stars We could fall so hard "
Not_bob,"Why’d we ball so hard? Yeah, I’m not afraid to fly Here we are, in the air, barely breathing "
Not_bob,"Who do we think we are? Baby, tell me, who do we think we are? Who do we think we are? "
Not_bob,"We’ve got a lot of nerve, girl We walk around here like we own this place "
Not_bob,"Stepping like a criminal, success is so imminent Pink champagne, black Rolls Royce "
Not_bob,"Bon voyage, left haters in the fog Look up in the sky, bet you recognize a boss "
Not_bob,"Still actin’ shy like this is summer class crush Money comin’ fast, I’m never in a rush, no "
Not_bob,"Semi in the truck, another forty on the wrist Quarter-mill on my mind got me livin’ like I pitch "
Not_bob,"Still in the game, uniform all linen She get Chanel, ski trips to Vail "
Not_bob,"Yeah, I’m not afraid to fly Here we are, in the air, barely breathing And we’re not afraid to die "
Not_bob,"Baby, tell me, who do we think we are? Who do we think we are? "
Not_bob,"Who do we think we are? I don’t know about y’all, but I feel good tonight "
Not_bob,"You know, everyone needs someone to look up to Why shouldn't it be us? Who do we think we are? "
Not_bob,"Who do we think we are? Tell me, who do we think we are? "
Not_bob,Give me the green light Give me just one night I'm ready to go right now 
Not_bob,"I'm ready to go right now I'm ready to go right now I see you move, I'm checking your smile "
Not_bob,"Shake just a little bit faster Shake just a little now, girl Dying to meet you, so let's mess around "
Not_bob,"Come just a little bit closer I just need permission, so Give me the green light "
Not_bob,I'm ready to go right now I'm ready to go right now We could go all night Give me the green light 
Not_bob,"I'm ready to go right now (Let's go!) One, two, three, green light, well, if it's what it seems like "
Not_bob,"I'm (I'm ready to go right now) Uh, ah I'm (I'm ready to go right now) "
Not_bob,"But if I be your buddy, get you studied, is yo' head right? Ight (I'm ready to go right now)  Uh, ah "
Not_bob,"Do I have a girlfriend? Well, technically no (No!) If you be my girlfriend, then I'll make it so "
Not_bob,"No competition, no other (No other) Baby, it's just the thrill of the chase "
Not_bob,"Baby, I'm in much closer I just need permission so Give me the green light Give me just one night "
